,category,dayofweek,descript,pddistrict,resolution,time,x,y,report_month,report_day
844,LARCENY/THEFT,Saturday,PETTY THEFT OF PROPERTY,NORTHERN,non_processed,465,-122.41811053787201,37.785862766460795,7,28
845,DRUG/NARCOTIC,Thursday,POSSESSION OF NARCOTICS PARAPHERNALIA,TENDERLOIN,processed,1171,-122.415694922134,37.7825851968467,7,12
846,WARRANTS,Thursday,ENROUTE TO PAROLE OFFICER,NORTHERN,processed,666,-122.41858050888901,37.7881906054546,7,19
847,VEHICLE THEFT,Tuesday,STOLEN AUTOMOBILE,CENTRAL,non_processed,1020,-122.41414196589199,37.799586734480904,9,18
848,MISSING PERSON,Saturday,FOUND PERSON,TARAVAL,processed,424,-122.45603806547899,37.71140852244729,8,4
849,ASSAULT,Wednesday,THREATS AGAINST LIFE,MISSION,processed,547,-122.406789115471,37.7564927890408,10,17
850,BURGLARY,Thursday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",TARAVAL,non_processed,480,-122.480502505559,37.7191147885897,10,4
851,ASSAULT,Saturday,THREATS AGAINST LIFE,INGLESIDE,non_processed,1410,-122.453257010447,37.7102439890666,9,8
852,KIDNAPPING,Wednesday,FALSE IMPRISONMENT,BAYVIEW,processed,1180,-122.394438859914,37.736443899673205,9,12
853,DRUG/NARCOTIC,Sunday,POSSESSION OF MARIJUANA,MISSION,processed,1026,-122.41517366580099,37.7524407589917,9,23
854,VEHICLE THEFT,Tuesday,STOLEN AUTOMOBILE,RICHMOND,non_processed,1200,-122.497664638449,37.78045013369729,8,21
855,DRUG/NARCOTIC,Wednesday,SALE OF BASE/ROCK COCAINE,TENDERLOIN,processed,1069,-122.416710733848,37.7833570390935,8,8
856,VANDALISM,Saturday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",MISSION,non_processed,1425,-122.42238859985201,37.7648319521443,9,29
857,NON-CRIMINAL,Tuesday,LOST PROPERTY,NORTHERN,non_processed,930,-122.47464758006201,37.8066469081657,7,17
858,PROSTITUTION,Sunday,SOLICITS TO VISIT HOUSE OF PROSTITUTION,CENTRAL,processed,1390,-122.418090766692,37.7861007451645,10,7
859,VANDALISM,Wednesday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",TARAVAL,non_processed,1432,-122.47874281999901,37.7635454765989,8,22
860,OTHER OFFENSES,Friday,TRAFFIC VIOLATION,RICHMOND,processed,570,-122.452144682873,37.7818526961918,8,24
861,ASSAULT,Wednesday,BATTERY,CENTRAL,non_processed,595,-122.40482189778099,37.7942286247262,10,24
862,LARCENY/THEFT,Monday,GRAND THEFT OF PROPERTY,SOUTHERN,non_processed,540,-122.40754585593099,37.784401179486,7,16
863,ASSAULT,Friday,BATTERY,SOUTHERN,non_processed,615,-122.40340479147899,37.775420706711,8,31
864,LARCENY/THEFT,Saturday,PETTY THEFT SHOPLIFTING,TARAVAL,processed,1000,-122.489713969124,37.7339497680852,9,8
865,NON-CRIMINAL,Tuesday,FOUND PROPERTY,MISSION,non_processed,1080,-122.421747650463,37.7627436601147,9,25
866,OTHER OFFENSES,Thursday,TRAFFIC VIOLATION ARREST,MISSION,processed,1391,-122.40633841268499,37.7530042877223,9,20
867,MISSING PERSON,Saturday,MISSING JUVENILE,PARK,processed,780,-122.439820497295,37.7761790362645,9,29
868,OTHER OFFENSES,Saturday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",CENTRAL,processed,1335,-122.403434086745,37.787643050179994,9,15
869,MISSING PERSON,Monday,MISSING ADULT,NORTHERN,non_processed,1020,-122.428249599273,37.7780677663985,7,23
870,NON-CRIMINAL,Friday,FIRE REPORT,PARK,non_processed,198,-122.43594339592899,37.7742746298885,9,7
871,LARCENY/THEFT,Sunday,GRAND THEFT FROM A BUILDING,CENTRAL,non_processed,60,-122.407052476339,37.797655376034,8,19
872,LIQUOR LAWS,Thursday,MISCELLANEOUS LIQOUR LAW VIOLATION,MISSION,processed,1044,-122.40960340613998,37.75282207512671,8,30
873,ASSAULT,Wednesday,AGGRAVATED ASSAULT WITH BODILY FORCE,TARAVAL,processed,826,-122.47702758096099,37.745780111556705,8,1
874,VEHICLE THEFT,Saturday,STOLEN TRUCK,TARAVAL,non_processed,1260,-122.474586602072,37.76545831496,1,14
875,NON-CRIMINAL,Tuesday,FOUND PROPERTY,RICHMOND,non_processed,1136,-122.461062711176,37.7811580519204,2,14
876,ASSAULT,Friday,THREATS AGAINST LIFE,BAYVIEW,non_processed,670,-122.38416714622,37.750525688295205,4,21
877,VEHICLE THEFT,Monday,STOLEN TRUCK,INGLESIDE,non_processed,900,-122.41682395682899,37.7442629073225,2,20
878,ASSAULT,Monday,BATTERY,NORTHERN,non_processed,540,-122.41959919037501,37.793927290740704,3,6
879,ASSAULT,Sunday,BATTERY,PARK,non_processed,370,-122.45868018978202,37.748155469233204,1,22
880,TRESPASS,Friday,TRESPASSING,CENTRAL,non_processed,75,-122.417368206741,37.790509415159505,3,31
881,NON-CRIMINAL,Wednesday,LOST PROPERTY,TARAVAL,non_processed,660,-122.499491709102,37.761624215938,3,8
882,ASSAULT,Tuesday,BATTERY,SOUTHERN,non_processed,430,-122.397091759801,37.7900661929348,3,28
883,NON-CRIMINAL,Wednesday,FOUND PROPERTY,NORTHERN,non_processed,960,-122.420120319204,37.787757060241105,3,22
884,ASSAULT,Saturday,THREATS AGAINST LIFE,NORTHERN,non_processed,1140,-122.434189563986,37.7826346137885,2,18
885,FRAUD,Saturday,FRAUDULENT CREDIT APPLICATION,MISSION,non_processed,750,-122.431622442127,37.7602343884454,8,11
886,LARCENY/THEFT,Tuesday,PETTY THEFT FROM A BUILDING,BAYVIEW,non_processed,900,-122.398718688842,37.7542794640877,9,18
887,NON-CRIMINAL,Sunday,"AIDED CASE, MENTAL DISTURBED",PARK,non_processed,650,-122.453087966399,37.7503148137066,9,9
888,ASSAULT,Saturday,BATTERY,PARK,non_processed,810,-122.435627378155,37.767327345288294,7,7
889,WARRANTS,Friday,WARRANT ARREST,MISSION,processed,547,-122.41438929082899,37.755700366016896,9,7
890,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,INGLESIDE,non_processed,1380,-122.426817612996,37.723056250776,9,21
891,NON-CRIMINAL,Saturday,LOST PROPERTY,TENDERLOIN,non_processed,1200,-122.410955248906,37.7841399509594,9,8
892,NON-CRIMINAL,Wednesday,AIDED CASE,TARAVAL,non_processed,1320,-122.472570418291,37.71717340756221,9,26
893,FORGERY/COUNTERFEITING,Tuesday,"FORGERY, DRIVERS LICENSE OR ID-CARD",TARAVAL,non_processed,720,-122.473054464258,37.730717012572605,11,14
894,BURGLARY,Monday,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",SOUTHERN,non_processed,300,-122.39621115403799,37.790761361966,7,23
895,VEHICLE THEFT,Tuesday,STOLEN AUTOMOBILE,INGLESIDE,non_processed,890,-122.437443869361,37.726133317632396,10,2
896,OTHER OFFENSES,Friday,OBSCENE PHONE CALLS(S),INGLESIDE,non_processed,540,-122.414182658491,37.745919103451705,6,15
897,ASSAULT,Saturday,INFLICT INJURY ON COHABITEE,INGLESIDE,non_processed,700,-122.44222639794901,37.7150747131897,10,6
898,LARCENY/THEFT,Sunday,PETTY THEFT FROM LOCKED AUTO,BAYVIEW,non_processed,1260,-122.39517886015601,37.7212137432262,9,30
899,DRUG/NARCOTIC,Sunday,POSSESSION OF NARCOTICS PARAPHERNALIA,TENDERLOIN,processed,519,-122.41431222924,37.779833918358705,8,12
900,OTHER OFFENSES,Thursday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",PARK,processed,491,-122.443133758028,37.7762247658783,10,18
901,LARCENY/THEFT,Saturday,PETTY THEFT BICYCLE,TARAVAL,non_processed,600,-122.46751698480699,37.764912422628704,7,14
902,VANDALISM,Tuesday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",TARAVAL,non_processed,1170,-122.50202293249599,37.735419213903604,8,7
903,ASSAULT,Friday,THREATENING PHONE CALL(S),MISSION,non_processed,940,-122.41829609443701,37.7514284856786,9,21
904,VEHICLE THEFT,Thursday,STOLEN AUTOMOBILE,INGLESIDE,non_processed,1140,-122.435815541117,37.7299118085473,8,23
905,ROBBERY,Sunday,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",MISSION,processed,1009,-122.419843759487,37.7585838119382,7,15
906,ROBBERY,Thursday,ROBBERY ON THE STREET WITH A GUN,TARAVAL,processed,1380,-122.49628290099399,37.7608492198191,8,23
907,OTHER OFFENSES,Sunday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",MISSION,processed,1290,-122.41794921783399,37.769720863045706,8,5
908,NON-CRIMINAL,Saturday,LOST PROPERTY,SOUTHERN,non_processed,960,-122.404956956375,37.785117856395296,7,7
909,VEHICLE THEFT,Sunday,STOLEN AUTOMOBILE,SOUTHERN,non_processed,1050,-122.390321524494,37.78813418743611,9,9
910,ASSAULT,Sunday,UNLAWFUL DISSUADING/THREATENING OF A WITNESS,PARK,processed,1065,-122.43709942831998,37.7803522156893,8,19
911,ASSAULT,Wednesday,AGGRAVATED ASSAULT WITH BODILY FORCE,MISSION,processed,1380,-122.433343331115,37.7609332561133,7,25
912,DRUG/NARCOTIC,Saturday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,1060,-122.413631253258,37.7848053746211,10,20
913,DRUNKENNESS,Sunday,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,MISSION,processed,1207,-122.43515009981199,37.7617597243598,10,7
914,ASSAULT,Wednesday,ATTEMPTED SIMPLE ASSAULT,RICHMOND,non_processed,680,-122.49680288463699,37.7757939825283,10,3
915,VANDALISM,Monday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",TARAVAL,non_processed,500,-122.483581835243,37.7483122484878,9,10
916,TRESPASS,Friday,TRESPASSING,RICHMOND,processed,670,-122.449116002905,37.777321600666106,7,27
917,ROBBERY,Friday,"ROBBERY ON THE STREET, STRONGARM",TENDERLOIN,non_processed,180,-122.416261836834,37.78537508463761,8,24
918,LARCENY/THEFT,Tuesday,GRAND THEFT FROM LOCKED AUTO,TENDERLOIN,non_processed,1170,-122.414743835382,37.778719262789004,10,9
919,VANDALISM,Tuesday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",CENTRAL,non_processed,660,-122.40801470384301,37.796699717573,10,2
920,OTHER OFFENSES,Tuesday,AGGRESSIVE SOLICITING,SOUTHERN,processed,1305,-122.40340479147899,37.775420706711,7,31
921,OTHER OFFENSES,Saturday,MISCELLANEOUS INVESTIGATION,SOUTHERN,processed,900,-122.40340479147899,37.775420706711,10,20
922,NON-CRIMINAL,Saturday,LOST PROPERTY,TENDERLOIN,non_processed,1080,-122.40949986110701,37.785284268431795,10,6
923,NON-CRIMINAL,Sunday,FOUND PROPERTY,SOUTHERN,non_processed,690,-122.391183405728,37.787455618369705,8,19
924,LARCENY/THEFT,Sunday,PETTY THEFT FROM LOCKED AUTO,MISSION,non_processed,1080,-122.416413527535,37.7539671219476,9,9
925,NON-CRIMINAL,Sunday,"AIDED CASE, MENTAL DISTURBED",PARK,processed,1087,-122.447950421722,37.7707765396873,8,12
926,VANDALISM,Friday,"MALICIOUS MISCHIEF, GRAFFITI",INGLESIDE,processed,1432,-122.42228665168899,37.7420041169835,8,10
927,DRUG/NARCOTIC,Tuesday,POSSESSION OF AMPHETAMINE,SOUTHERN,non_processed,855,-122.40059325966801,37.7876024687437,7,24
928,WARRANTS,Saturday,WARRANT ARREST,TENDERLOIN,processed,821,-122.412224164736,37.7820729312029,9,1
929,DRUNKENNESS,Tuesday,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,INGLESIDE,processed,138,-122.42052630907801,37.744725471365705,8,7
930,BURGLARY,Saturday,"BURGLARY, FORCIBLE ENTRY",TARAVAL,non_processed,1245,-122.472156761057,37.73251992939171,9,8
931,LARCENY/THEFT,Tuesday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,720,-122.4169801816,37.7809770123705,7,24
932,ROBBERY,Friday,ROBBERY ON THE STREET WITH A GUN,BAYVIEW,non_processed,1380,-122.391800296943,37.7316450604526,9,21
933,OTHER OFFENSES,Thursday,RESISTING ARREST,SOUTHERN,processed,1337,-122.408595110869,37.7837069301545,10,18
934,OTHER OFFENSES,Sunday,TRAFFIC VIOLATION,MISSION,processed,730,-122.41982792996099,37.766673755183504,10,14
935,BURGLARY,Wednesday,"BURGLARY, FORCIBLE ENTRY",CENTRAL,non_processed,1365,-122.418239272625,37.790933231336396,10,17
936,LARCENY/THEFT,Thursday,GRAND THEFT SHOPLIFTING,NORTHERN,non_processed,780,-122.425394322722,37.7765195621679,7,12
937,DRUG/NARCOTIC,Thursday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,75,-122.410768766343,37.7832145190013,8,9
938,NON-CRIMINAL,Saturday,LOST PROPERTY,SOUTHERN,non_processed,570,-122.40340479147899,37.775420706711,8,25
939,OTHER OFFENSES,Sunday,RESISTING ARREST,TENDERLOIN,processed,1383,-122.414743835382,37.778719262789004,10,7
940,PROSTITUTION,Friday,SOLICITS TO VISIT HOUSE OF PROSTITUTION,NORTHERN,processed,1375,-122.419366294797,37.78402804520321,10,5
941,VEHICLE THEFT,Saturday,STOLEN AUTOMOBILE,RICHMOND,non_processed,900,-122.48366357762801,37.7801399018132,7,28
942,RECOVERED VEHICLE,Friday,RECOVERED VEHICLE - STOLEN OUTSIDE SF,TARAVAL,non_processed,616,-122.477960327299,37.745738942965495,10,5
943,ASSAULT,Saturday,BATTERY,TENDERLOIN,processed,1250,-122.415414178631,37.784476659022005,9,1
944,WEAPON LAWS,Wednesday,POSS OF LOADED FIREARM,INGLESIDE,processed,1031,-122.42646294742501,37.7354561237323,9,5
945,ROBBERY,Wednesday,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,BAYVIEW,non_processed,825,-122.410514193281,37.7258272414524,8,29
946,VANDALISM,Wednesday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",SOUTHERN,non_processed,1028,-122.395848299154,37.7813210474369,7,11
947,OTHER OFFENSES,Wednesday,VIOLATION OF MUNICIPAL POLICE CODE,SOUTHERN,processed,1180,-122.40340479147899,37.775420706711,9,26
948,SECONDARY CODES,Tuesday,DOMESTIC VIOLENCE,TENDERLOIN,non_processed,1355,-122.413631253258,37.7848053746211,7,10
949,OTHER OFFENSES,Tuesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,processed,810,-122.40697950796302,37.739566960911,8,28
950,LARCENY/THEFT,Wednesday,PETTY THEFT FROM LOCKED AUTO,INGLESIDE,non_processed,1080,-122.44137336035,37.711090067809295,10,3
951,SUSPICIOUS OCC,Wednesday,SUSPICIOUS OCCURRENCE,NORTHERN,non_processed,1380,-122.426662134051,37.7992234098095,9,5
952,LARCENY/THEFT,Thursday,PETTY THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1020,-122.412436563261,37.7972637101736,10,4
953,FORGERY/COUNTERFEITING,Monday,"FORGERY, DRIVERS LICENSE OR ID-CARD",MISSION,non_processed,720,-122.414623849785,37.752418092857106,11,1
954,PROSTITUTION,Friday,SOLICITS TO VISIT HOUSE OF PROSTITUTION,CENTRAL,processed,1370,-122.41827417166,37.7870372043685,8,17
955,DRUG/NARCOTIC,Monday,POSSESSION OF BASE/ROCK COCAINE FOR SALE,MISSION,processed,1169,-122.419814593811,37.7658427213372,8,6
956,WARRANTS,Saturday,ENROUTE TO OUTSIDE JURISDICTION,SOUTHERN,processed,591,-122.40340479147899,37.775420706711,10,6
957,OTHER OFFENSES,Tuesday,PLACING TRASH ON THE STREET,INGLESIDE,processed,390,-122.441942030806,37.7262272967536,10,16
958,OTHER OFFENSES,Friday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,processed,1275,-122.38731627943301,37.758002166458894,7,13
959,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,TARAVAL,non_processed,1260,-122.493352831587,37.7506686651472,9,14
960,DRUG/NARCOTIC,Wednesday,POSSESSION OF CONTROLLED SUBSTANCE,TENDERLOIN,processed,724,-122.415508242782,37.7816542806076,9,26
961,LARCENY/THEFT,Saturday,PETTY THEFT OF PROPERTY,INGLESIDE,non_processed,840,-122.456361161182,37.7246916380621,8,25
962,WARRANTS,Wednesday,WARRANT ARREST,RICHMOND,processed,690,-122.50775013100402,37.7714939969416,10,3
963,TRESPASS,Sunday,TRESPASSING,BAYVIEW,processed,1047,-122.390965298144,37.7344291807899,10,14
964,LOITERING,Tuesday,BEGGING,SOUTHERN,processed,900,-122.40340479147899,37.775420706711,10,2
965,LARCENY/THEFT,Wednesday,PETTY THEFT FROM A BUILDING,TARAVAL,non_processed,675,-122.46811749981501,37.7389000144845,8,15
966,VEHICLE THEFT,Saturday,STOLEN AUTOMOBILE,TARAVAL,non_processed,1020,-122.457163368614,37.721842033799796,8,4
967,DRUG/NARCOTIC,Monday,SALE OF BASE/ROCK COCAINE,TENDERLOIN,processed,670,-122.415754575208,37.780719182394,8,20
968,LOITERING,Thursday,BEGGING,SOUTHERN,processed,540,-122.418618953339,37.77305255476529,7,26
969,RECOVERED VEHICLE,Thursday,RECOVERED VEHICLE - STOLEN OUTSIDE SF,NORTHERN,non_processed,380,-122.42502283482,37.7866637003864,8,9
970,ASSAULT,Tuesday,BATTERY,TENDERLOIN,processed,568,-122.410157073911,37.784297384331204,8,28
971,"SEX OFFENSES, FORCIBLE",Thursday,CHILD ABUSE SEXUAL,NORTHERN,non_processed,942,-122.428738634368,37.776092741181294,7,19
972,OTHER OFFENSES,Friday,PROBATION VIOLATION,TENDERLOIN,processed,62,-122.411965795229,37.784914185956204,10,12
973,LARCENY/THEFT,Sunday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,630,-122.429640669207,37.784764070719795,8,12
974,BURGLARY,Monday,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",MISSION,non_processed,1230,-122.42977786283899,37.7652405158633,7,9
975,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,MISSION,non_processed,5,-122.422045943548,37.7665387195995,7,28
976,LARCENY/THEFT,Friday,PETTY THEFT FROM A BUILDING,CENTRAL,non_processed,480,-122.409256096494,37.788239899778,10,19
977,MISSING PERSON,Wednesday,MISSING ADULT,SOUTHERN,non_processed,720,-122.408162953857,37.780534538527796,8,1
978,RECOVERED VEHICLE,Thursday,RECOVERED VEHICLE - STOLEN OUTSIDE SF,MISSION,non_processed,780,-122.43309349607401,37.7633873513246,9,20
979,LARCENY/THEFT,Monday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1050,-122.443479362863,37.798790701610706,7,9
980,VEHICLE THEFT,Thursday,STOLEN AUTOMOBILE,SOUTHERN,non_processed,1290,-122.40979519450501,37.7800356268394,7,26
981,NON-CRIMINAL,Wednesday,LOST PROPERTY,SOUTHERN,non_processed,480,-122.40340479147899,37.775420706711,7,4
982,MISSING PERSON,Saturday,MISSING ADULT,TARAVAL,processed,420,-122.473000338901,37.757545355535996,8,18
983,WARRANTS,Tuesday,ENROUTE TO OUTSIDE JURISDICTION,PARK,processed,1296,-122.43373735355699,37.7716875238845,7,24
984,SUSPICIOUS OCC,Monday,SUSPICIOUS PERSON,PARK,non_processed,1320,-122.435879473355,37.7780533541929,7,16
985,MISSING PERSON,Monday,MISSING ADULT,PARK,processed,420,-122.46404477780399,37.7613161836641,7,10
986,MISSING PERSON,Sunday,MISSING ADULT,BAYVIEW,processed,690,-122.392135539667,37.771900972965206,6,18
987,VEHICLE THEFT,Sunday,STOLEN AND RECOVERED VEHICLE,NORTHERN,non_processed,1170,-122.428528443651,37.787650048886206,9,23
988,OTHER OFFENSES,Monday,POSSESSION OF BURGLARY TOOLS,BAYVIEW,processed,844,-122.391961767292,37.745443057699,9,24
989,OTHER OFFENSES,Monday,PROBATION VIOLATION,SOUTHERN,processed,167,-122.405488408396,37.7801398610181,10,22
990,ROBBERY,Sunday,ROBBERY ON THE STREET WITH A GUN,INGLESIDE,non_processed,1320,-122.432322444134,37.715038637717,7,29
991,OTHER OFFENSES,Friday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,processed,1300,-122.404304136216,37.7442180802683,9,7
992,BURGLARY,Tuesday,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",SOUTHERN,non_processed,1200,-122.392273065499,37.78208052405461,9,4
993,DRUG/NARCOTIC,Tuesday,POSSESSION OF HEROIN FOR SALES,MISSION,processed,765,-122.421994366464,37.765314854109,10,9
994,SECONDARY CODES,Wednesday,DOMESTIC VIOLENCE,INGLESIDE,non_processed,979,-122.43469148551901,37.7235534584948,7,11
995,BURGLARY,Friday,"BURGLARY, FORCIBLE ENTRY",BAYVIEW,non_processed,1437,-122.38301308647101,37.745993671136496,8,31
996,LARCENY/THEFT,Sunday,PETTY THEFT WITH PRIOR,TENDERLOIN,processed,655,-122.407244087032,37.7865647607685,9,2
997,VANDALISM,Tuesday,"MALICIOUS MISCHIEF, GRAFFITI",SOUTHERN,processed,143,-122.40322087175899,37.777866276598395,7,17
998,LARCENY/THEFT,Monday,PETTY THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1200,-122.42109228187901,37.7849996426672,10,1
999,DRUG/NARCOTIC,Wednesday,POSSESSION OF BASE/ROCK COCAINE,NORTHERN,processed,1413,-122.418201870328,37.7863251027379,10,3
1000,WARRANTS,Saturday,ENROUTE TO DEPARTMENT OF CORRECTIONS,MISSION,processed,793,-122.41321519799,37.749338329924704,8,18
1001,NON-CRIMINAL,Friday,LOST PROPERTY,TARAVAL,non_processed,1410,-122.47768839030898,37.7634818583094,8,3
1002,DRUG/NARCOTIC,Thursday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,409,-122.410791677645,37.7836952269749,8,30
1003,OTHER OFFENSES,Monday,MISCELLANEOUS STATE MISDEMEANOR,SOUTHERN,processed,1230,-122.411979487494,37.7809039696758,8,20
1004,VEHICLE THEFT,Thursday,STOLEN AUTOMOBILE,NORTHERN,non_processed,1380,-122.424436633246,37.7757403536826,8,16
1005,NON-CRIMINAL,Thursday,LOST PROPERTY,SOUTHERN,non_processed,690,-122.405832474482,37.7857446545609,8,23
1006,LARCENY/THEFT,Monday,GRAND THEFT OF PROPERTY,SOUTHERN,non_processed,750,-122.402849079555,37.7758599616408,8,13
1007,OTHER OFFENSES,Wednesday,PAROLE VIOLATION,CENTRAL,non_processed,224,-122.418090766692,37.7861007451645,9,26
1008,NON-CRIMINAL,Monday,"AIDED CASE, MENTAL DISTURBED",TENDERLOIN,processed,540,-122.407845374111,37.7850943210103,10,15
1009,SUSPICIOUS OCC,Friday,SUSPICIOUS OCCURRENCE,TARAVAL,non_processed,690,-122.46117731838001,37.7227543558208,9,21
1010,LARCENY/THEFT,Monday,PETTY THEFT WITH PRIOR,TENDERLOIN,processed,1189,-122.407244087032,37.7865647607685,7,16
1011,ASSAULT,Sunday,AGGRAVATED ASSAULT WITH A GUN,INGLESIDE,non_processed,1139,-122.416000227907,37.7119155437754,10,21
1012,TRESPASS,Tuesday,TRESPASSING,MISSION,processed,190,-122.406725329529,37.7585641691709,10,2
1013,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1410,-122.409543626564,37.7938511491584,8,24
1014,WARRANTS,Wednesday,WARRANT ARREST,MISSION,processed,1225,-122.406539115148,37.7564864109309,7,25
1015,FORGERY/COUNTERFEITING,Sunday,"CHECKS, MAKE OR PASS FICTITIOUS",TARAVAL,processed,941,-122.477976682169,37.7269346350353,9,23
1016,FORGERY/COUNTERFEITING,Friday,"FORGERY, FALSE ENTRIES IN RECORDS OR RETURNS",SOUTHERN,non_processed,600,-122.40340479147899,37.775420706711,7,27
1017,DRUNKENNESS,Saturday,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,SOUTHERN,processed,1414,-122.413189430011,37.77127369135761,10,13
1018,BURGLARY,Monday,"BURGLARY OF STORE, UNLAWFUL ENTRY",PARK,processed,1154,-122.446612978839,37.7822458223917,10,8
1019,VANDALISM,Tuesday,"MALICIOUS MISCHIEF, VANDALISM",BAYVIEW,non_processed,824,-122.38947153568199,37.7340319720999,9,18
1020,WARRANTS,Thursday,ENROUTE TO OUTSIDE JURISDICTION,SOUTHERN,processed,1288,-122.399833846531,37.781043217933394,7,19
1021,WARRANTS,Wednesday,WARRANT ARREST,TENDERLOIN,processed,1185,-122.416261836834,37.78537508463761,8,22
1022,OTHER OFFENSES,Monday,RESISTING ARREST,BAYVIEW,processed,1410,-122.38652827781799,37.7173949536041,9,10
1023,VANDALISM,Thursday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",INGLESIDE,non_processed,1260,-122.422067184937,37.737362360521296,9,27
1024,LOITERING,Sunday,BEGGING,SOUTHERN,processed,1030,-122.421642137718,37.7728765820585,10,14
1025,SUSPICIOUS OCC,Sunday,SUSPICIOUS OCCURRENCE,SOUTHERN,non_processed,1265,-122.408520791815,37.7785853155801,8,19
1026,ASSAULT,Sunday,THREATS AGAINST LIFE,BAYVIEW,processed,3,-122.39720193799299,37.753535124276205,10,14
1027,DRUG/NARCOTIC,Saturday,SALE OF BASE/ROCK COCAINE,TENDERLOIN,processed,850,-122.410768766343,37.7832145190013,9,15
1028,LARCENY/THEFT,Thursday,GRAND THEFT OF PROPERTY,NORTHERN,non_processed,900,-122.448179922134,37.8040777172385,8,30
